Movie Names,Directors,Cast,Language,Verdict,Year of Release,Action,Thriller,SciFi,Biography,Drama,History,Romance,Comedy,Crime,Adventure,Horror,Sport,Fantacy,War,Ratings,Votes,Worldwide Gross in Crores,Hit or Flop
Shamshera,Karan Malhotra,"['Ranbir Kapoor', 'Sanjay Dutt', 'Vaani Kapoor', 'Saurabh Shukla']",Hindi,Disaster,2022,1,0,0,0,1,0,0,0,0,1,0,0,0,0,4.7,56608,65.9,0
Major,Sashi Kiran Tikka,"['Adivi Sesh', 'Prakash Raj', 'Revathi', 'Saiee Manjrekar']",Telugu,Blockbuster,2022,1,0,0,1,1,0,0,0,0,0,0,0,0,0,8.1,30040,65.8,1
Bangarraju,Kalyan Krishna,"['Nagarjuna Akkineni', 'Ramya Krishnan', 'Naga Chaitanya Akkineni', 'Krithi Shetty']",Telugu,Hit,2022,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.7,2073,65.2,1
Ek Villain Returns,Mohit Suri,"['John Abraham', 'Disha Patani', 'Arjun Kapoor', 'Tara Sutaria']",Hindi,Flop,2022,1,0,0,0,0,0,1,0,1,0,0,0,0,0,4.4,15001,63.8,0
Viruman,M. Muthaiah,"['Arundhati', 'Manoj K. Bharathi', 'Manoj Bharathiraja', 'Ilavarasu']",Tamil,Hit,2022,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.9,2055,62.3,1
Bimbisara,Mallidi Vasishta,"['Nandamuri Kalyan Ram', 'Samyuktha Menon', 'Catherine Tresa', 'Srinivasa Reddy']",Telugu,Blockbuster,2022,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6.8,7741,61.7,1
Kaathu Vaakula Rendu Kaadhal,Vignesh Shivan,"['Vijay Sethupathi', 'Nayanthara', 'Samantha Ruth Prabhu', 'Prabhu']",Tamil,Super Hit,2022,0,0,0,0,1,0,1,1,0,0,0,0,0,0,5.5,3470,61.6,1
Vendhu Thanindhathu Kaadu,Gautham Vasudev Menon,"['Lee Whittaker', 'Silambarasan Rajendar', 'Siddhi Idnani', 'Radhika Sarathkumar', 'Appukutty']",Tamil,Hit,2022,1,0,0,0,1,0,0,0,1,0,0,0,0,0,7.4,7300,61.5,1
Raksha Bandhan,Aanand L. Rai,"['Akshay Kumar', 'Bhumi Pednekar', 'Seema Pahwa', 'Manu Rishi Chadha']",Hindi,Disaster,2022,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5.2,25697,59.6,0
Cobra,R. Ajay Gnanamuthu,"['Vikram', 'Irfan Pathan', 'Srinidhi Shetty', 'K.S. Ravikumar']",Tamil,Flop,2022,1,1,0,0,0,0,0,0,1,0,0,0,0,0,5.8,9338,58.7,0
Hridayam,Vineeth Sreenivasan,"['Pranav Mohanlal', 'Kalyani Priyadarshan', 'Darshana Rajendran', 'Vijayaraghavan']",Malayalam,Blockbuster,2022,0,0,0,0,1,0,1,0,0,0,0,0,0,0,8.1,13303,55.5,1
Malikappuram,Vishnu Sasi Shankar,"['Unni Mukundan', 'Saiju Kurup', 'Deva Nandha', 'Sreepath']",Malayalam,Blockbuster,2022,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.5,4821,52.9,1
Rocketry: The Nambi Effect,Madhavan,"['Madhavan', 'Simran', 'Rajit Kapoor', 'Ravi Raghavendra']",Tamil,Below Average,2022,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8.8,52561,50.5,0
Jana Gana Mana,Dijo Jose Antony,"['Prithviraj Sukumaran', 'Suraj Venjaramoodu', 'Mamta Mohandas', 'Mammootty']",Malayalam,Blockbuster,2022,0,1,0,0,1,0,0,0,1,0,0,0,0,0,8.3,14239,50.1,1
Prince,Anudeep K.V.,"['Premgi Amaren', 'Anandraj', 'Finally Bharath', 'Carl A. Harte']",Tamil,Flop,2022,1,0,0,0,1,0,1,0,0,0,0,0,0,0,4.5,3023,49.3,0
Liger,Puri Jagannadh,"['Ananya Panday', 'Mike Tyson', 'Vijay Deverakonda', 'Ronit Roy']",Telugu,Disaster,2022,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2.7,46551,48.1,0
Thallumaala,Khalid Rahman,"['Tovino Thomas', 'Kalyani Priyadarshan', 'Shine Tom Chacko', 'Chemban Vinod Jose']",Malayalam,Super Hit,2022,1,0,0,0,1,0,0,1,0,0,0,0,0,0,7,5033,47.5,1
Kaduva,Shaji Kailas,"['Prithviraj Sukumaran', 'Vivek Oberoi', 'Samyuktha Menon', 'Siddique']",Malayalam,Super Hit,2022,1,1,0,0,1,0,0,0,0,0,0,0,0,0,6.1,3199,46.5,1
HIT: The 2nd Case,Sailesh Kolanu,"['Adivi Sesh', 'Meenakshii Chaudhary', 'Rao Ramesh', 'Tanikella Bharani']",Telugu,Blockbuster,2022,1,0,0,0,1,0,0,0,1,0,0,0,0,0,7.2,5111,42.1,1
Jaya Jaya Jaya Jaya Hey,Vipin Das,"['Basil Joseph', 'Anand Manmadhan', 'Noby Marcose', 'Azees Nedumangad']",Malayalam,Blockbuster,2022,0,0,0,0,1,0,0,1,0,0,0,0,0,0,7.7,3897,41,1
Ante Sundharaniki,Vivek Athreya,"['Nani', 'Nazriya Nazim', 'V.K. Naresh', 'Azhagam Perumal']",Telugu,Below Average,2022,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7.6,7551,39.6,0
Rorschach,Nissam Basheer,"['Mammootty', 'Grace Antony', 'Jagadish', 'Bindu Panikkar']",Malayalam,Hit,2022,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,5293,39.2,1
The Warriorr,N. Linguswamy,"['Ram Pothineni', 'Aadhi', 'Krithi Shetty', 'Akshara Gowda']",Telugu,Flop,2022,1,0,0,0,1,0,0,0,1,0,0,0,0,0,4.8,1660,38.1,0
Naane Varuvean,K. Selvaraghavan,"['Dhanush', 'Prabhu', 'Indhuja Ravichandran', 'Elli Avrram']",Tamil,Flop,2022,1,1,0,0,0,0,0,0,0,0,1,0,0,0,6.2,4957,36.9,0
Gaalipata 2,Yograj Bhat,"['Ganesh', 'Diganth', 'Pawan Kumar', 'Pratheek Reddy']",Kannada,Blockbuster,2022,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6.1,1459,35,1
CBI 5,K. Madhu,"['Mammootty', 'Jagathy Sreekumar', 'Mukesh', 'Anoop Menon']",Malayalam,Below Average,2022,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5.6,3406,33.5,0
DJ Tillu,Vimal Krishna,"['Sidhu Jonnalagadda', 'Neha Shetty', 'Brahmaji', 'Narra Srinivas']",Telugu,Blockbuster,2022,1,0,0,0,0,0,0,1,1,0,0,0,0,0,7.2,3015,30.7,1
Yashoda,Haresh Narayan,"['K. Hari Shankar', 'Samantha Ruth Prabhu', 'Unni Mukundan', 'Varalaxmi Sarathkumar', 'Rao Ramesh']",Telugu,Average,2022,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6.6,10824,30.1,0
Khiladi,Ramesh Varma,"['Ravi Teja', 'Arjun Sarja', 'Unni Mukundan', 'Meenakshii Chaudhary']",Telugu,Flop,2022,1,1,0,0,0,0,0,0,1,0,0,0,0,0,5.2,3678,25.6,0
Aaraattu,B. Unnikrishnan,"['Mohanlal', 'Nedumudi Venu', 'Vijayaraghavan', 'Siddique']",Malayalam,Flop,2022,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3.9,9479,22.5,0
Love Mocktail 2,Darling Krishna,"['Darling Krishna', 'Milana Nagaraj', 'Rachel David', 'Amrutha Iyengar']",Kannada,Blockbuster,2022,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7.5,2364,20.5,1
Pathaan,Siddharth Anand,"['Shah Rukh Khan', 'Deepika Padukone', 'John Abraham', 'Dimple Kapadia']",Hindi,All Time Blockbuster,2023,1,1,0,0,0,0,0,0,0,1,0,0,0,0,6.1,133032,1046.5,1
Varisu,Vamshi Paidipally,"['Joseph Vijay', 'Rashmika Mandanna', 'Shaam', 'Prabhu']",Tamil,Hit,2023,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6.1,33330,292.8,1
Waltair Veerayya,K.S. Ravindra,"['Chiranjeevi', 'Ravi Teja', 'Shruti Haasan', 'Catherine Tresa']",Telugu,Blockbuster,2023,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6.4,6511,223.3,1
Thunivu,H. Vinoth,"['Ajith Kumar', 'Manju Warrier', 'Samuthirakani', 'John Kokken']",Tamil,Hit,2023,1,0,0,0,0,0,0,0,1,1,0,0,0,0,6.1,27067,196.6,1
Veera Simha Reddy,Gopichand Malineni,"['Nandamuri Balakrishna', 'Shruti Haasan', 'Honey Rose', 'Duniya Vijay']",Telugu,Hit,2023,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,5685,126,1
Vaathi,Venky Atluri,"['Samyuktha Menon', 'Dhanush', 'Samuthirakani', 'Pammi Sai']",Tamil,Blockbuster,2023,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.4,5884,111.1,1
Romancham,Jithu Madhavan,"['Soubin Shahir', 'Arjun Ashokan', 'Chemban Vinod Jose', 'Sajin Gopu']",Malayalam,Blockbuster,2023,0,0,0,0,0,0,0,1,0,0,1,0,0,0,8.1,1637,66.8,1
Shehzada,Rohit Dhawan,"['Kartik Aaryan', 'Kriti Sanon', 'Paresh Rawal', 'Manisha Koirala']",Hindi,Disaster,2023,1,0,0,0,1,0,0,1,0,0,0,0,0,0,5.3,27155,51.5,0
Kranti,V. Harikrishna,"['Darshan Thoogudeep', 'Rachita Ram', 'V. Ravichandran', 'Sumalatha']",Kannada,Super Hit,2023,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.4,10092,45,1
Kabzaa,R. Chandru,"['Shivu Hiremath', 'Soori', 'Upendra', 'Sudeep', 'Shriya Saran', 'Shivarajkumar']",Kannada,Disaster,2023,1,0,0,0,1,0,0,0,1,0,0,0,0,0,7.7,13421,41.9,0
Balagam,Venu Yeldandi,"['Priyadarshi Pulikonda', 'Kavya Kalyanram', 'Kethiri Sudhakar Reddy', 'Kota Jayaram']",Telugu,Blockbuster,2023,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.3,1627,25.5,1
Das Ka Dhamki,Vishwak Sen,"['Vishwak Sen', 'Nivetha Pethuraj', 'Rao Ramesh', 'Aadi']",Telugu,Hit,2023,1,0,0,0,1,0,0,1,0,0,0,0,0,0,7,876,21.5,1
